,st_mass,st_lum
41913,0.81,-0.46
41917,0.99,-0.152
41918,0.94,-0.174
41920,1.08,0.049
41921,0.99,0.033
41922,0.98,0.048
41923,1.76,1.046
41924,1.9,1.068
41927,1.01,0.264
41928,1.1,0.285
41929,1.14,0.268
41931,1.06,0.452
41932,1.23,0.441
41934,0.29,-1.977
41936,0.89,-0.421
41938,0.77,-0.42
41939,0.96,-0.162
41941,0.95,-0.176
41944,0.37,-1.761
41945,0.37,-1.755
41947,0.47,-1.565
41950,1.04,0.027
41952,1.0,0.024
41954,0.23,-2.292
41956,0.25,-2.119
41957,0.23,-2.207
41958,0.25,-2.155
41959,0.49,-1.329
41960,0.5,-1.373
41962,0.45,-1.42
41964,0.36,-1.794
41965,0.34,-1.797
41968,0.49,-1.428
41969,0.47,-1.425
41970,0.86,-0.346
41971,0.92,-0.356
41973,1.0,-0.014
41974,0.95,-0.013
41977,1.1,0.513
41981,1.35,0.497
41983,1.32,0.391
41986,2.54,1.462
41988,1.0,0.047
41990,0.95,0.02
41992,1.08,0.737
41993,1.51,0.748
41994,1.52,0.732
41998,1.44,0.636
41999,1.41,0.694
42001,0.5,-1.539
42002,0.45,-1.578
42005,0.46,-1.556
42006,0.99,-0.036
42009,0.98,-0.01
42013,1.26,0.4
42015,0.18,-2.363
42016,0.18,-2.349
42020,0.69,-0.787
42022,0.46,-1.567
42023,0.45,-1.515
42024,0.49,-1.519
42025,0.46,-1.56
42026,1.15,0.253
42028,1.05,0.239
42030,1.03,0.0
42031,0.96,-0.031
42033,0.46,-1.554
42037,0.84,-0.404
42038,0.85,-0.418
42042,0.51,-1.354
42043,0.51,-1.407
42044,0.54,-1.366
42045,0.25,-2.139
42047,0.26,-2.148
42048,0.27,-2.125
42049,1.01,-0.05
42050,1.03,-0.063
42051,0.99,-0.048
42053,0.4,-1.661
42056,1.13,0.461
42058,1.03,0.501
42060,1.03,0.074
42061,1.04,0.064
42062,0.65,-1.056
42065,0.61,-1.075
42066,1.0,0.262
42068,1.08,0.25
42069,1.04,0.271
42071,0.78,-0.53
42073,0.79,-0.524
42074,1.09,0.121
42075,1.02,0.108
42079,0.56,-1.156
42082,1.15,0.307
42083,0.94,0.297
42085,0.95,-0.07
42086,1.01,-0.058
42088,0.83,-0.373
42090,0.88,-0.379
42092,0.61,-1.057
42093,0.57,-1.149
42094,0.61,-1.051
42095,0.61,-1.06
42096,0.92,-0.316
42097,0.9,-0.316
42100,0.92,-0.053
42101,1.02,-0.063
42105,0.65,-0.879
42106,0.68,-0.856
42109,1.1,0.766
42111,1.51,0.736
42112,0.97,0.197
42114,1.02,0.208
42115,0.87,-0.404
42116,0.85,-0.416
42121,1.01,-0.063
42122,0.94,-0.062
42124,0.26,-2.074
42126,0.51,-1.328
42127,0.54,-1.246
42128,0.56,-1.23
42129,0.39,-1.779
42134,0.73,-0.65
42135,0.75,-0.671
42136,0.76,-0.668
42138,0.8,-0.533
42139,0.82,-0.526
42141,0.76,-0.525
42142,0.82,-0.56
42144,0.76,-0.531
42147,1.04,0.294
42148,0.84,-0.461
42150,0.77,-0.505
42152,0.88,-0.373
42153,0.88,-0.355
42155,1.25,0.57
42157,1.26,0.585
42159,1.46,0.695
42160,1.15,0.724
42161,1.46,0.74
42163,0.84,-0.432
42165,0.82,-0.412
42166,0.92,-0.065
42168,0.99,-0.095
42171,1.29,0.477
42172,1.01,-0.095
42175,1.24,0.567
42176,1.25,0.551
42180,0.6,-1.12
42183,1.07,0.08
42185,1.02,0.039
42187,0.44,-1.433
42191,0.41,-1.523
42193,0.88,-0.301
42195,0.94,-0.338
42196,1.88,1.234
42197,1.86,1.223
42199,0.98,0.075
42201,1.08,0.06
42204,1.32,0.415
42209,1.31,0.444
42210,1.05,0.083
42211,1.11,0.114
42214,0.3,-1.991
42215,0.34,-1.979
42216,0.55,-1.0
42217,0.66,-0.956
42218,0.57,-1.0
42220,1.18,0.441
42222,0.99,0.453
42223,1.12,0.42
42224,1.2,0.387
42228,1.14,0.28
42230,0.83,-0.477
42232,0.83,-0.387
42233,0.34,-1.836
42237,0.54,-1.304
42238,0.56,-1.311
42240,0.87,-0.418
42241,0.85,-0.423
42242,0.86,-0.378
42245,0.51,-1.328
42247,0.54,-1.338
42248,0.45,-1.492
42250,0.46,-1.467
42253,0.8,-0.444
42255,0.9,-0.362
42256,0.46,-1.419
42257,0.44,-1.459
42259,0.47,-1.478
42261,0.23,-2.228
42263,0.22,-2.193
42265,0.96,-0.105
42267,0.98,-0.089
42268,1.4,0.706
42269,1.45,0.673
42271,0.21,-2.275
42272,0.21,-2.287
42274,1.03,0.156
42275,1.1,0.167
42277,0.69,-0.696
42279,0.74,-0.717
42281,0.34,-1.886
42283,0.34,-1.886
42284,0.33,-1.855
42285,0.33,-1.863
42286,1.01,-0.082
42287,0.94,-0.05
42289,1.72,1.007
42291,1.72,0.997
42292,1.19,1.013
42295,1.52,0.653
42296,1.42,0.733
42298,1.21,0.421
42300,1.23,0.435
42301,0.94,0.231
42304,0.84,-0.432
42311,1.11,0.406
42312,1.02,0.413
42313,1.02,0.982
42316,1.08,0.25
42318,1.14,0.246
42321,0.74,-0.69
42323,1.02,0.012
42325,1.03,-0.004
42328,0.9,-0.267
42330,0.85,-0.396
42331,0.82,-0.401
42332,1.17,0.494
42333,1.3,0.484
42335,1.19,0.548
42336,1.34,0.533
42340,0.31,-1.867
42343,0.95,-0.199
42345,0.23,-2.167
42348,0.45,-1.542
42349,0.46,-1.521
42353,0.99,-0.013
42354,0.97,0.019
42356,0.89,-0.232
42358,0.95,-0.252
42359,0.9,-0.275
42360,0.88,-0.288
42362,0.18,-2.369
42363,0.18,-2.387
42367,0.97,0.083
42368,1.04,0.051
42370,0.77,-0.52
42373,0.62,-1.129
42375,0.79,-0.472
42376,0.84,-0.471
42377,0.79,-0.471
42380,0.64,-1.119
42382,0.17,-2.458
42383,0.16,0.531
42385,0.17,-2.462
42386,0.64,-0.871
42390,1.0,0.245
42391,1.12,0.197
42393,1.13,0.436
42394,0.99,0.459
42397,0.64,-0.942
42399,0.43,-1.643
42400,0.4,-1.696
42403,0.66,-0.817
42406,0.25,-2.084
42409,1.05,0.049
42412,0.66,-0.896
42414,1.86,1.167
42416,1.43,1.058
42419,1.08,0.271
42422,1.04,-0.08
42423,1.04,-0.034
42424,1.03,0.145
42426,1.01,0.116
42427,0.85,-0.44
42429,0.81,-0.437
42432,1.05,0.5
42433,1.11,0.464
42434,1.05,0.218
42436,1.13,0.405
42437,0.99,0.42
42439,1.41,0.636
42441,1.28,0.668
42443,1.0,0.059
42444,1.06,0.079
42445,1.22,0.388
42446,1.13,0.431
42451,1.15,0.471
42452,1.04,0.471
42454,0.93,-0.004
42455,1.08,0.108
42457,0.62,0.087
42458,0.63,-1.034
42459,0.55,-1.137
42462,1.07,0.25
42466,0.91,-0.29
42467,1.16,0.34
42468,1.24,0.363
42475,0.39,-1.647
42480,0.36,-1.707
42482,0.39,-1.712
42483,0.4,-1.77
42484,1.07,0.16
42485,1.02,0.157
42488,0.52,-1.35
42490,1.06,0.055
42492,0.95,0.182
42493,1.12,0.336
42496,1.28,0.306
42497,0.98,0.164
42498,1.36,0.335
42500,1.11,0.271
42502,1.14,0.246
42503,0.86,-0.41
42506,0.83,0.386
42507,0.94,0.037
42509,1.13,0.112
42510,1.03,0.116
42512,0.97,0.374
42513,1.12,0.444
42515,1.23,0.417
42520,0.66,-0.861
42521,0.36,-1.791
42522,0.39,-1.79
42524,0.87,-0.326
42526,0.86,-0.367
42528,1.07,0.325
42529,0.98,0.35
42532,0.88,-0.221
42533,1.04,0.405
42534,1.08,0.379
42536,1.02,-0.093
42537,0.65,-1.053
42538,0.98,-0.109
42542,1.0,-0.026
42545,1.38,0.742
42546,1.45,0.739
42548,1.19,0.286
42549,1.04,0.332
42553,1.08,0.19
42555,0.79,-0.507
42557,0.78,0.33
42558,0.6,-1.2
42560,0.64,-1.125
42562,1.14,0.35
42563,1.2,0.283
42566,0.87,-0.344
42568,0.89,-0.372
42572,0.51,-1.438
42573,0.52,-1.407
42574,0.62,-1.072
42575,0.64,-1.06
42577,0.5,-1.474
42578,0.52,-1.435
42581,1.07,0.375
42582,1.18,0.332
42583,1.11,0.452
42585,1.24,0.4
42586,0.28,-2.032
42587,0.28,-2.066
42591,1.14,0.419
42592,1.09,0.418
42593,1.21,0.446
42594,1.21,0.419
42595,1.04,0.309
42596,1.09,0.273
42598,1.21,0.336
42599,1.2,0.372
42601,1.25,0.413
42604,1.1,0.42
42605,0.46,-1.574
42611,0.8,-0.4
42616,0.38,-1.78
42618,1.13,0.184
42619,1.18,0.176
42622,1.23,0.316
42623,1.3,0.381
42625,1.21,0.469
42626,1.31,0.439
42627,0.91,-0.287
42628,0.94,-0.239
42632,1.29,0.629
42633,1.57,0.713
42634,0.21,-2.24
42635,0.21,-2.264
42637,0.61,-1.119
42638,0.63,-1.092
42640,0.63,-1.092
42641,0.6,-1.154
42647,0.92,-0.273
42649,0.34,-1.82
42653,0.9,-0.368
42654,0.8,-0.565
42658,0.97,0.799
42663,0.31,-1.909
42664,0.31,-1.991
42665,0.24,-2.276
42666,0.33,-1.943
42667,0.21,-2.254
42668,0.29,-1.972
42669,0.59,-1.135
42672,0.63,-1.127
42675,1.36,0.822
42677,1.27,0.799
42678,1.37,0.637
42680,1.19,0.362
42681,1.07,0.34
42683,0.36,-1.794
42684,0.37,-1.768
42687,0.85,-0.418
42688,1.05,0.033
42693,1.06,0.011
42695,0.97,0.001
42696,0.42,-1.633
42698,0.45,-1.604
42700,1.17,0.367
42704,0.55,-1.421
42710,0.95,-0.189
42711,0.96,-0.225
42713,0.94,-0.226
42714,0.95,-0.236
42715,0.48,-1.398
42718,0.47,-1.301
42722,1.31,0.803
42724,0.39,-1.693
42725,0.42,-1.621
42728,1.09,0.253
42733,0.85,-0.384
42734,0.89,-0.377
42736,1.11,0.197
42740,1.76,1.017
42741,1.18,0.972
42744,0.96,0.311
42746,1.46,0.773
42747,1.41,0.695
42749,0.86,-0.358
42752,1.09,0.404
42753,1.24,0.38
42756,1.28,0.462
42757,1.2,0.48
42759,1.14,0.435
42760,1.04,0.484
42762,0.34,-1.909
42765,0.34,-1.836
42766,1.03,0.009
42767,1.04,0.048
42772,0.7,-0.7
42774,0.19,-2.386
42776,0.8,-0.489
42777,0.77,-0.463
42780,1.01,-0.09
42781,1.24,0.299
42783,1.2,0.321
42787,1.29,0.464
42789,1.0,0.039
42790,0.37,-1.836
42792,0.34,-1.851
42793,0.34,-1.857
42797,0.39,-1.793
42798,0.39,-1.712
42799,0.65,-1.005
42801,0.74,-0.824
42802,1.2,0.609
42804,1.39,0.713
42806,1.0,-0.023
42810,0.55,-1.374
42812,0.54,-1.364
42814,0.53,-1.31
42816,1.48,0.816
42817,1.51,0.818
42818,1.29,0.913
42819,1.32,0.812
42820,0.61,-1.13
42822,0.64,-1.095
42824,0.61,-1.213
42825,0.57,-1.3
42826,0.59,-1.244
42828,0.29,-1.88
42830,1.11,0.117
42834,0.16,-2.461
42836,0.17,-2.474
42841,0.66,-0.9
42842,0.89,1.057
42844,0.94,0.089
42845,1.35,0.547
42846,1.12,0.566
42848,1.1,0.224
42849,1.03,0.227
42851,0.81,-0.282
42853,0.76,-0.268
42854,0.95,-0.254
42856,0.81,-0.273
42861,0.67,-0.993
42862,0.63,-1.039
42864,0.56,-1.245
42866,0.52,-1.297
42868,1.0,0.033
42870,0.98,0.032
42873,0.97,-0.131
42874,0.73,-0.639
42878,0.36,-1.77
42879,0.38,-1.792
42880,0.33,-1.787
42882,0.34,-1.83
42883,0.87,-0.439
42886,0.2,-2.339
42887,0.23,-2.329
42889,1.55,0.799
42891,1.06,0.837
42892,0.51,-1.403
42893,1.12,0.192
42895,0.5,-1.412
42897,0.25,-2.198
42898,0.23,-2.153
42899,1.7,0.903
42901,1.45,0.768
42902,0.54,-1.35
42904,0.58,-1.288
42905,1.31,0.474
42906,1.42,0.557
42909,0.36,-1.773
42911,1.18,0.399
42912,1.31,0.394
42915,1.3,0.83
42916,1.54,0.834
42920,0.42,-1.644
42923,0.51,-1.37
42927,1.0,-0.054
42929,0.92,-0.062
42931,0.54,-1.321
42934,0.42,-1.663
42936,0.42,-1.614
42939,1.18,0.337
42942,0.42,-1.633
42946,0.41,-1.64
42948,0.41,-1.627
42949,0.41,-1.635
42952,0.73,-0.728
42953,0.71,-0.716
42957,0.2,-2.309
42959,1.01,-0.088
42961,0.96,-0.086
42963,0.92,-0.37
42964,0.8,-0.377
42965,0.42,-1.713
42968,0.44,-1.733
42970,0.97,-0.162
42975,0.22,-2.26
42976,0.21,-2.201
42977,0.54,-1.31
42980,0.53,-1.297
42984,1.43,0.712
42985,1.4,0.76
42986,0.4,-1.743
42988,0.4,-1.702
42990,1.05,0.636
42994,0.53,-1.281
42996,0.82,-0.505
42998,0.71,-0.71
43001,0.7,-0.711
43002,0.59,-1.111
43006,0.66,-0.853
43009,1.14,0.127
43010,1.11,0.104
43013,1.15,0.103
43017,0.91,-0.214
43021,1.13,0.378
43022,1.08,0.253
43023,1.06,0.252
43024,1.15,0.317
43026,0.76,-0.56
43027,0.81,-0.549
43031,0.81,-0.448
43034,1.82,0.77
43035,1.28,0.431
43037,0.53,-1.296
43038,0.56,-1.292
43042,0.93,-0.123
43044,0.97,-0.137
43045,1.2,0.759
43048,0.96,-0.04
43052,0.82,-0.531
43055,0.81,-0.35
43057,0.88,-0.359
43058,0.41,-1.861
43062,0.79,-0.369
43063,0.29,-2.129
43064,1.03,0.568
43066,1.2,0.535
43068,0.66,-0.7
43072,0.09,-3.258
43077,0.08,-3.281
43078,0.09,-3.257
43079,0.08,-3.28
43082,1.04,1.67
43084,1.15,1.35
43086,0.5,-1.381
43087,0.5,-1.373
43088,1.19,1.21
43091,1.87,1.38
43095,0.97,1.91
43099,1.0,-0.339
43100,0.74,-0.354
43102,0.09,-3.137
43105,0.09,-3.114
43106,0.1,-3.141
43111,0.88,-0.359
43119,0.9,-0.301
43124,0.99,-0.023
43126,1.06,0.038
43139,0.98,0.025
43157,0.96,-0.26
43162,0.93,-0.204
43164,0.92,-0.228
43167,1.39,0.642
43168,1.4,0.656
43173,1.18,0.726
43186,0.86,-0.291
43190,0.56,-1.194
43194,0.33,-2.152
43195,0.06,-1.95
43197,0.33,-1.09
43198,0.64,-1.296
43200,0.36,-1.02
43201,0.42,-1.086
43206,0.47,1.433
43209,1.1,-0.03
43213,1.17,-0.02
43216,0.87,0.013
43218,1.26,0.039
43219,1.06,0.637
43221,1.0,0.08
43231,0.07,-3.14
43236,1.24,0.441
43237,1.3,0.459
43239,1.15,0.489
43256,0.75,-0.601
43260,1.44,0.766
43265,1.28,0.433
43271,1.22,0.413
43279,0.91,-0.177
43281,0.23,-2.134
43287,1.24,0.455
43293,0.66,-0.817
43295,0.68,-0.879
43302,0.77,0.0
43308,0.81,-0.447
43309,0.83,-0.469
43310,0.27,-2.055
43312,0.95,-0.229
43316,1.08,0.525
43319,0.58,-1.065
43323,1.07,0.333
43324,1.1,0.274
43335,1.29,0.696
43337,1.0,0.075
43347,1.43,0.607
43351,0.64,-0.892
43352,1.17,0.597
43358,1.36,0.678
43363,1.35,0.519
43366,1.45,0.644
43371,1.02,0.162
43373,1.17,0.16
43380,1.01,0.159
43384,1.0,-0.113
43386,1.05,0.276
43391,1.1,0.165
43394,1.08,0.442
43406,0.99,-0.002
43409,1.01,0.555
43413,0.78,-0.597
43414,0.76,-0.546
43417,1.0,0.349
43422,0.82,-0.313
43427,1.13,0.843
43431,1.25,0.467
43433,0.87,-0.342
43434,0.17,-2.412
43438,1.31,0.44
43448,1.1,0.4
43452,0.92,-0.279
43454,0.61,-1.062
43459,1.12,0.338
43462,1.1,0.527
43465,0.81,-0.108
43469,0.55,-1.292
43472,0.75,-0.671
43474,1.07,0.296
43480,0.95,-0.139
43482,0.95,-0.149
43485,1.18,0.49
43493,1.18,0.47
43494,1.24,0.582
43502,1.06,0.178
43504,1.05,0.477
43510,0.81,-0.416
43511,0.87,-0.418
43519,1.03,0.079
43522,1.21,0.507
43525,1.1,0.679
43535,1.02,0.043
43542,0.87,-0.311
43543,0.94,-0.172
43545,1.29,0.587
43547,1.39,0.647
43551,0.96,0.069
43553,1.32,0.317
43554,0.97,-0.076
43558,1.0,-0.063
43563,0.98,0.438
43565,1.14,0.288
43571,1.57,0.932
43573,1.15,0.174
43577,1.17,0.803
43594,1.35,0.613
43597,0.97,-0.043
43598,0.93,-0.114
43599,1.14,0.707
43605,1.61,1.026
43609,1.03,0.058
43610,1.09,0.083
43613,0.95,-0.165
43615,1.25,0.49
43617,1.24,0.436
43622,1.2,0.308
43626,1.17,0.651
43629,0.85,-0.364
43631,1.93,1.215
43632,2.38,1.331
43641,1.29,0.428
43654,1.2,0.39
43656,1.02,0.0
43657,1.24,0.323
43662,1.07,0.062
43667,0.99,0.167
43670,0.94,-0.184
43674,1.15,0.534
43677,1.02,0.475
43681,1.3,0.528
43683,1.13,1.009
43688,1.91,1.262
43691,0.97,-0.059
43697,0.96,-0.043
43705,1.36,0.692
43707,1.11,0.332
43711,1.16,0.22
43713,1.06,0.274
43719,0.87,-0.335
43726,0.8,-0.562
43728,0.9,-0.313
43730,0.89,-0.328
43745,1.08,0.304
43757,1.17,0.263
43764,0.84,-0.337
43766,1.14,0.356
43769,0.49,-1.557
43779,1.02,-0.125
43789,1.12,0.294
43796,0.72,-0.774
43801,1.16,0.199
43809,0.88,-0.574
43816,1.26,0.434
43825,0.68,-0.661
43830,1.2,0.336
43842,1.3,0.21
43849,0.83,-0.439
43854,1.65,0.819
43861,1.01,0.066
43864,1.14,0.169
43876,0.35,-1.596
43879,1.08,0.01
43884,0.93,-0.021
43885,1.06,0.077
43886,1.16,0.478
43897,0.92,-0.128
43913,0.93,-0.166
43915,0.97,-0.179
43926,0.98,-0.18
43935,0.92,-0.352
43940,0.65,-0.825
43946,0.94,-0.198
43950,0.96,-0.122
43959,0.85,-0.336
43960,0.91,-0.265
43964,1.05,-0.085
43970,0.98,0.032
43988,1.17,0.606
44000,0.99,-0.035
44005,1.02,0.067
44019,0.97,-0.196
44028,0.85,-0.354
44030,0.82,-0.396
44033,0.84,-0.463
44034,1.15,0.597
44046,1.13,0.163
44060,1.04,0.101
44066,1.06,0.054
44074,1.12,0.16
44078,0.67,-0.751
44089,0.93,-0.297
44096,1.11,0.427
44100,1.21,0.449
44104,1.28,0.346
44118,1.02,0.49
44123,1.0,0.043
44124,1.0,-0.022
44125,1.04,0.534
44126,1.04,0.063
44134,1.56,0.687
44140,0.94,-0.271
44146,1.24,0.505
44150,1.01,0.457
44151,0.39,-1.811
44158,0.76,-0.453
44166,1.36,0.557
44172,0.72,-0.646
44178,1.04,0.171
44185,1.18,0.781
44190,1.39,0.724
44192,1.03,0.85
44196,1.34,0.716
44198,1.16,0.795
44199,1.04,0.416
44206,1.14,0.304
44209,0.27,-2.026
44215,1.23,0.7
44224,1.47,0.654
44233,0.99,-0.11
44235,0.9,-0.129
44238,1.23,0.778
44249,1.54,0.679
44257,0.99,-0.059
44266,0.56,-1.394
44274,0.62,-1.045
44278,1.09,0.205
44280,1.08,0.246
44287,1.3,0.836
44290,0.96,-0.008
44296,0.89,-0.324
44312,1.31,0.586
44316,1.01,-0.186
44322,1.23,0.746
44324,0.83,-0.321
44327,1.2,0.661
44334,0.81,-0.357
44335,1.12,0.279
44340,1.42,0.673
44347,1.13,0.393
44352,1.14,0.554
44360,1.03,0.181
44363,0.98,0.031
44370,1.01,0.082
44380,0.97,-0.363
44384,1.14,0.556
44401,1.17,0.126
44408,0.63,-0.923
44413,0.68,-0.75
44414,0.25,-2.104
44417,0.3,-1.951
44418,0.29,-1.991
44419,0.32,-2.0
44422,0.17,-2.531
44423,0.16,-2.539
44424,0.41,-1.638
44425,0.41,-1.63
44427,0.69,-0.676
44429,0.69,-0.644
44430,0.77,-0.72
44440,1.02,-0.086
44459,0.97,-0.155
44461,0.98,-0.102
44463,0.9,-0.088
44472,1.41,0.706
44477,1.21,0.465
44488,1.24,0.574
44492,0.88,-0.06
44493,0.97,0.006
44500,0.88,-0.056
44504,1.43,0.568
44508,1.14,0.459
44509,0.81,-0.176
44510,1.1,-0.185
44514,0.14,-2.659
44525,3.13,1.934
44530,0.88,-0.284
44531,0.12,-2.796
44544,0.12,-2.81
44558,1.06,0.207
44560,4.84,2.672
44563,0.4,-1.841
44569,0.62,-1.024
44570,1.7,2.9
44578,1.76,0.958
44585,1.95,0.953
44589,1.4,2.73
44599,0.85,-0.485
44611,0.86,-0.456
44633,0.85,-0.471
44640,0.68,-0.638
44642,0.73,-0.654
44643,0.61,-0.693
44644,0.75,-0.622
44648,2.7,1.987
44654,2.57,1.893
44663,1.88,1.073
44682,1.78,1.897
44687,1.47,1.85
44689,0.99,1.766
44695,1.54,1.722
44704,2.6,1.83
44706,2.82,1.823
44708,1.33,1.036
44711,1.51,1.111
44717,1.47,1.084
44720,1.5,1.797
44724,2.1,1.253
44730,1.61,1.23
44732,2.7,2.039
44735,3.04,2.09
44739,2.61,1.895
44744,2.17,1.85
44745,0.9,-0.377
44746,1.01,1.734
44751,2.13,1.709
44752,1.3,1.822
44758,2.72,2.063
44760,3.09,2.14
44763,1.2,0.318
44765,1.22,0.34
44776,0.97,0.262
44777,0.89,0.232
44780,0.91,0.232
44789,1.05,0.258
44798,0.95,0.26
44816,1.32,0.505
44830,1.34,0.525
44846,0.63,-0.305
44847,0.92,-0.296
44851,0.8,-0.284
44876,1.31,0.561
44878,0.19,-2.352
44887,1.15,0.525
44897,1.48,1.8
44900,1.74,1.767
44905,2.2,1.839
